feature,class
"[-4.1860947e+02  9.9819092e+01  4.4630116e+01  3.7341282e+01
  1.3246243e+01 -1.0686970e+01 -2.6123568e+01  3.9597182e+00
 -4.3270016e+01  4.1791773e+00 -3.2293240e+01  8.9330406e+00
 -2.2604292e+01 -3.4403498e+00  4.7649093e+00 -7.3683304e-01
 -1.0404278e+01 -3.2663362e+00 -2.3565078e+00 -1.6725779e+01
 -1.4757472e+00 -1.0355496e+01 -7.7202482e+00 -5.9153638e+00
 -6.9429502e+00 -5.0720918e-01 -6.3989391e+00 -1.4523854e+00
  1.6811005e+00  3.9393684e-01 -5.5978026e+00  4.3202308e-01
 -4.3520389e+00 -5.8599858e+00  1.0493376e-01 -2.9536858e+00
 -4.6381259e+00 -1.5272872e+00 -1.2190709e+00 -5.3111744e+00]",talukder
"[-5.0565048e+02  5.3177406e+01  4.6106407e+01  1.8392826e+01
 -1.1150974e+01  1.4965923e+01 -3.1282024e+01  1.5328171e+01
 -3.9647255e+01  2.2065855e+01 -3.8613205e+01  1.4448983e+01
 -2.1340853e+01  9.6094780e+00 -6.7890763e+00  3.8378069e+00
 -6.3482866e+00 -1.2546872e+00 -6.6532016e+00 -4.6668720e+00
 -9.4760780e+00  1.4026176e+00 -8.8867607e+00  3.3598998e+00
 -9.6968718e+00  9.3498576e-01 -7.8364491e+00  1.9075742e+00
 -8.2230806e+00  6.5230745e-01 -4.2039785e+00  9.6784359e-01
 -1.2027665e+00  5.6837754e+00  9.8222211e-02  3.5197723e+00
  6.9939804e-01  6.6515899e-01 -8.2272971e-01 -2.4007870e-01]",talukder
"[-324.23047      79.43936      35.139954     77.85129      13.695405
  -43.186886    -20.605879     25.2045      -52.305676     12.267011
  -40.25551      14.03634     -25.136017     -4.186464      4.8547587
   -6.7136807   -14.777994      4.023007    -15.011117     -1.7562293
   -1.0061854    -6.356749     -5.830567     -2.468316     -9.224518
   -3.5396311    -1.915196     -3.7704673     0.4910532    -6.1760144
   -1.5676347    -1.7895076    -6.6837096     2.452597     -6.405573
   -0.35886383   -5.748999     -4.543671     -4.6227064    -6.5925016 ]",talukder
"[-475.55066     77.30977     33.631218    18.712532    -8.487447
    7.966525   -10.284475    15.982029   -30.61107      6.8804126
  -26.284407     8.105178   -25.256292     1.7750802    2.5745525
    1.9469494   -2.4436927   -4.0745993   -0.5109402   -2.3043249
   -3.2401786   -9.670925    -5.7378783   -7.2055173   -8.061797
    0.9037883   -6.2565074   -1.6190876   -3.3745763   -1.2752315
   -0.5582425   -1.1613249   -2.4132137   -3.0647187   -1.600484
   -4.6446347   -2.9275374   -3.7815819   -3.9223356   -2.8849857]",talukder
"[-5.2688458e+02  4.8339111e+01  2.9370380e+01  7.9208651e+00
 -2.1855543e+01  2.4883862e+01 -2.1367872e+01  3.0879946e+01
 -2.8551739e+01  1.5708123e+01 -2.7685915e+01  1.2403744e+01
 -2.0848419e+01  1.1867465e+01 -1.2181238e+01  3.1947205e+00
 -2.9602876e+00 -3.4307508e+00 -7.9195552e+00  2.0649276e+00
 -9.1654444e+00  5.7693620e+00 -6.9466600e+00  8.8888031e-01
 -1.0237154e+01  6.2936139e+00 -1.2218305e+01  2.1885011e+00
 -4.5482359e+00  5.7021160e+00 -6.7777739e+00  3.7192657e+00
 -1.9370478e+00  3.1215549e-02 -4.4540424e+00  1.7327747e+00
 -1.5084790e+00  2.1121178e+00  1.6226810e+00  3.1065271e+00]",talukder
"[-233.07526    114.31379      2.4914033  -21.495161   -27.41205
    6.381392   -36.802525    16.490108   -40.88706      4.0611157
   -2.2309935   -2.0375702  -13.811975    -5.289108    -4.4980793
   -5.112987   -10.218354    -2.6994512   -8.787881    -1.864504
  -16.614813     1.4575702  -10.156373    -5.3347225   -4.1230536
    0.6475019  -10.974206     4.701806    -4.7497106   -4.3533206
   -4.335716    -9.394863    -1.8657932   -4.3261204   -8.173613
   -0.6409646   -6.276115    -1.9838489    2.0061796   -2.2102683]",talukder
"[-291.96454    128.78609      8.820418     3.4205773   -9.703383
  -13.651056   -27.7247       7.7480083  -33.00521      2.8548293
  -23.404778    16.553999   -23.586464   -12.756799     3.477337
   -4.8616986  -10.107913     5.084487   -24.682457     4.30106
  -14.107028    -2.7789848   -5.0107584   -8.868865    -3.5331345
    0.5003021   -6.654643     1.0733614   -5.133463    -5.6298757
   -5.3360333   -1.0692048   -2.4004266   -4.542272    -4.30713
   -2.911994    -8.151618    -3.3988173   -5.1118145   -9.085098 ]",talukder
"[-3.3421091e+02  1.2411490e+02  1.1018792e+01 -8.3457098e+00
 -2.4995331e+01 -1.5237832e+00 -1.9725201e+01  5.2385726e+00
 -3.2364925e+01  8.4660349e+00 -1.1475956e+01  1.5953455e+01
 -8.7989454e+00 -8.8438950e+00 -5.1814824e-01 -1.3413382e+01
 -8.2818613e+00 -2.7130973e-01 -1.2727009e+01  1.3083810e+00
 -8.8534040e+00 -2.4349236e+00  3.2468941e+00 -1.4798117e+01
 -9.1848536e+00  1.0974386e+00 -8.0287037e+00  1.5117561e+00
 -3.4713464e+00 -1.5658456e+00 -3.3095262e+00  9.6926379e-01
 -9.1591406e+00 -3.0555456e+00 -8.6435509e+00 -4.6527019e+00
 -3.7523687e+00 -7.1086140e+00 -2.1616766e+00 -7.3304567e+00]",talukder
"[-289.50323    140.44104      5.6363964   -5.023433   -18.346586
   -9.8490505  -21.18018      6.8135867  -25.94095      0.9164455
  -18.657845    16.966335   -10.269538    -6.24691     -5.417177
  -10.07897    -17.340544     1.0621463  -16.750343    -1.0674103
   -7.009108    -7.7615433   -5.3523626   -1.2530797  -10.524071
    3.0814097   -7.450539     1.2735591   -2.660514     1.384943
   -5.1935515    1.4935452   -6.0580373   -2.9415553   -2.9511337
   -4.163432    -4.085385    -6.910345    -3.1252077   -5.699675 ]",talukder
"[-275.11902    137.13814    -10.402594    -8.960514    -4.143208
   -4.2292776  -34.454914    18.66316    -29.63433      3.143534
   -6.511424     2.49663    -17.153597   -10.680405    -5.6466513
   -6.458039   -19.244158     8.032157   -16.577394    -4.794105
   -3.0360527  -10.572997    -3.892998    -1.8662204  -10.669907
    0.5541665   -6.6194916   -0.5455487   -3.4557197    2.7171123
   -5.6258235    1.0507454   -1.6226536   -4.287328    -2.899
   -4.71665     -2.6940634   -7.4926066   -3.184807    -5.5191574]",talukder
"[-2.95233948e+02  1.27470245e+02  1.09846706e+01 -2.07728997e-01
 -6.53619814e+00 -8.58696270e+00 -3.71989784e+01  2.08634472e+01
 -2.98737411e+01  1.51450551e+00 -1.61619797e+01  2.67034352e-01
 -9.58199024e+00 -5.30289841e+00 -3.92421484e+00 -6.03029346e+00
 -1.51930323e+01  3.13240457e+00 -1.11189671e+01 -7.31554127e+00
 -4.66602659e+00 -8.53919888e+00 -1.41841469e+01 -6.71171427e-01
 -1.20155363e+01  4.29606152e+00 -8.72811413e+00  6.55658469e-02
 -2.24450541e+00 -1.09766757e+00 -7.17404222e+00  1.01402462e+00
 -3.48823166e+00 -4.87003613e+00 -1.97408068e+00 -3.53140545e+00
 -2.61708617e+00 -4.90409899e+00 -1.59223711e+00 -4.31361151e+00]",talukder
"[-3.1214200e+02  1.2200788e+02  1.1916256e+01 -1.9206517e+00
  2.0580515e+01 -9.7774715e+00 -5.0033920e+01  4.0187607e+00
 -2.3993225e+01 -1.6719906e-02 -1.7962770e+01  6.3230842e-01
 -1.1166755e+01 -4.5345335e+00 -2.5278015e+00 -3.7533338e+00
 -1.8507811e+01  5.4675870e+00 -1.3200936e+01 -6.4199123e+00
 -5.7333726e-01 -7.5855227e+00 -1.4374027e+01  5.5542397e+00
 -1.6045603e+01  3.7165735e+00 -9.0354939e+00 -6.6065466e-01
 -3.5303195e+00 -1.9000033e+00 -6.5182219e+00  6.1314960e+00
 -6.7956495e+00 -4.2002025e+00  1.1526847e+00 -6.2750554e+00
 -2.0107954e+00 -3.1599443e+00 -4.4831676e+00 -4.5408397e+00]",talukder
"[-3.1216977e+02  9.9570724e+01  6.7450390e+00  1.9452065e+01
 -5.1861773e+00 -1.6261259e+01 -2.3805986e+01  9.3567553e+00
 -2.6130054e+01  8.4456902e+00 -2.0264090e+01  4.2890620e+00
 -1.9605728e+01 -1.6620116e+00 -1.6525013e+00 -8.4408503e+00
 -1.2615375e+01 -1.6155461e+00 -1.1928519e+01 -1.1808958e+00
 -4.7731590e+00 -7.8608766e+00 -9.0470266e+00 -4.2288299e+00
 -9.5071020e+00 -2.2322047e+00  5.3309351e-01 -1.5486943e+00
 -1.4852864e+00 -6.8528628e-01 -7.8203249e+00 -7.2746903e-02
 -3.1792498e+00 -1.4733651e+00  1.0271283e+00 -4.2374644e+00
  1.6834918e+00 -6.1465669e+00 -3.6817298e+00 -5.5215693e+00]",talukder
"[-3.0327628e+02  1.0484604e+02  2.8545656e+01  2.3558275e+01
 -1.1412796e+01 -7.1251011e-01 -2.7274012e+01 -6.6255140e+00
 -3.6071495e+01  4.0328655e+00 -1.4737977e+01  4.9668169e+00
 -1.5551823e+01 -8.3442774e+00  4.6119828e+00  5.1559582e+00
 -2.1457136e+01  1.2929278e+01 -1.2215852e+01 -1.2215316e+01
 -3.5859253e+00 -7.0640392e+00 -6.4982896e+00 -2.5935023e+00
 -1.1578243e+01  6.4661150e+00 -7.3335009e+00 -3.0046861e+00
 -1.3942407e+00 -4.2044473e+00 -3.9171472e+00  3.3870568e+00
 -8.2512217e+00 -1.0796183e+00 -4.9174037e+00 -4.4297919e+00
 -2.6930542e+00 -5.0491166e+00  2.5415421e-03 -7.9138799e+00]",talukder
"[-3.2001608e+02  1.5150920e+02 -1.2541928e+00 -1.8228905e+01
 -1.0288349e+01  9.7028887e-01 -2.6652685e+01  1.5098971e+01
 -3.4974815e+01  5.8209429e+00 -7.6216507e+00  7.7673402e+00
 -6.9231873e+00 -1.3897242e+01 -7.7247343e+00 -2.0672224e+00
 -6.7899504e+00  8.0078852e-01 -1.5192536e+01 -2.2029800e+00
  3.1797346e-01 -7.6157198e+00 -4.0788226e+00 -8.4525404e+00
 -1.4151008e+01  1.2982522e+00 -5.6927986e+00  3.0404313e+00
  4.7985294e-01 -4.6236105e+00 -4.8975582e+00  2.6892343e+00
 -4.8350015e+00 -3.3173523e+00 -3.2314513e+00 -4.1354504e+00
 -3.1688874e+00 -1.6059951e+00 -1.6143575e+00 -7.1782894e+00]",talukder
"[-318.1445      94.57702     20.473166    20.3181      -5.516264
   -7.1573467  -30.721067    13.93497    -41.817448    12.769143
  -20.242805     7.0400004  -13.117892    -7.9423246   -5.9367313
   -2.6580753  -12.483743    -2.8363256   -5.962446    -5.632274
   -2.9373627   -3.8062277   -3.8414705   -6.792059    -5.7243023
   -3.0585206   -5.230688    -4.853266    -3.8118134   -7.270849
   -0.5379019   -5.304516    -3.2469888   -3.9060628   -5.8694506
   -4.2040234   -4.7477465   -4.829704    -8.539922    -7.599367 ]",talukder
"[-352.6401     132.89366     10.782504   -15.688226    -8.791814
  -11.362632   -18.693382    18.30124    -44.394955    14.043458
  -17.07511     22.321983   -12.005505   -11.912507    -9.468785
   -1.7492328  -13.064588    -4.369705    -4.4556975   -9.740344
   -1.1221251    0.365841    -4.4858084   -4.177839    -9.11343
   -5.1244836   -4.521179    -5.8130383   -3.4598083   -3.7503693
   -5.295715    -3.067755    -3.6623611   -1.0223937   -3.2597396
   -7.1940403   -1.419107    -4.4271407   -2.5350015   -5.280349 ]",talukder
"[-5.1903577e+02  5.9804569e+01  4.0938248e+01 -9.4328194e+00
 -2.3214962e+01  1.9585995e+01 -2.9271904e+01  2.5798531e+01
 -3.2824188e+01  1.9562126e+01 -3.5576126e+01  1.4688923e+01
 -2.3283564e+01  7.9565139e+00 -6.9296751e+00  1.0796929e+01
 -2.9167564e+00  2.6112540e+00 -4.2417893e+00  4.1515307e+00
 -2.1260865e+00  9.0296192e+00 -5.2214289e+00  3.1380227e+00
 -1.4155728e+01 -4.0765843e+00 -1.2352215e+01  1.6166459e-01
 -6.0838628e+00  4.6002703e+00 -6.2901340e+00  7.1976942e-01
 -3.9974084e+00  3.1805875e+00 -2.4709024e+00  3.6580865e+00
 -1.2152826e-01  3.9786994e+00 -1.9269242e+00 -2.5960091e-01]",talukder
"[-3.3289868e+02  1.0852983e+02  1.6599226e+01 -3.6516700e+00
  1.5941602e+01 -2.2439106e+01 -1.8838533e+01  1.7367455e+01
 -3.7529720e+01  1.0144970e+01 -3.6890030e+01  1.1546556e+01
 -1.5837808e+01  1.1771835e-01 -1.0974967e+01  1.1292300e+00
 -1.0244812e+01  6.6502994e-01 -5.9436860e+00 -8.6897631e+00
 -9.6055250e+00 -1.2862268e-01 -7.1646528e+00 -2.9259086e+00
 -8.5938482e+00  2.1240060e+00 -9.9836855e+00  1.5277698e+00
 -5.1493583e+00 -2.2906935e+00 -5.4309611e+00 -3.3943794e+00
 -5.1909189e+00 -5.2557545e+00 -9.9203849e-01 -6.9495767e-01
 -1.8910843e-01 -3.7628863e+00 -3.4935303e+00 -4.4291730e+00]",talukder
"[-374.9033     125.967384    28.996155   -14.695998   -15.045691
  -23.723131   -14.530786    15.4586735  -25.530518    20.757921
  -37.295425    17.22401     -5.7044       2.8210661   -4.6081896
    9.985617   -16.660341    -3.0914652   -6.1449676   -7.211249
   -7.9178495    1.309523    -6.76572     -5.4200287  -10.560223
   -3.2703958   -5.246321    -4.058724    -3.1106598   -3.4541106
   -6.341724    -3.6758502   -4.2045712   -5.262824     0.6438019
   -3.9397364   -3.5741897   -3.8720627   -3.4511352   -4.67454  ]",talukder
"[-3.3372836e+02  9.8476044e+01  3.7699009e+01  6.0967031e+00
  2.6262827e+00  4.8743510e+00 -3.9593380e+01  2.1902140e+01
 -3.9958637e+01  1.1091892e+01 -3.8426285e+01  1.2557758e+01
 -1.9942602e+01  1.6952291e+00 -7.2113328e+00  8.8070154e+00
 -1.5043421e+01  3.0514197e+00 -6.6977649e+00 -5.6333718e+00
 -8.8340702e+00 -3.0325828e+00 -8.5274963e+00 -2.2155690e+00
 -8.4635963e+00 -1.6933315e+00 -8.9085140e+00 -4.3876972e+00
 -4.6884937e+00 -1.6449418e+00 -5.5812564e+00 -2.7853647e-01
 -5.6782660e+00 -4.8988500e+00  1.4634223e+00 -2.4159310e+00
 -1.4882754e+00 -4.1671185e+00 -4.5484653e+00 -4.5491314e+00]",talukder
"[-329.07114      62.849167     43.318573    -11.848498    -22.543974
   16.024408    -29.285688     18.201262    -48.44954      27.447166
  -25.533722      7.643541     -7.454886     -1.8084106    -7.8719845
    7.328523    -12.135974     -3.5887156    -6.8318253    -7.817688
  -11.845753      3.7341497    -6.5616       -5.1967006    -9.582925
   -2.3095706    -8.331722     -4.30122      -4.443523     -6.1750975
   -6.511179      1.3897494    -4.526303     -5.24764      -0.58048207
   -7.4235425    -1.865134     -9.852246     -2.4262307    -2.224944  ]",talukder
"[-354.3997      101.67519      45.558765     13.812783     -9.812313
  -16.131779    -19.529081     28.69911     -39.00943       0.40849555
  -34.757484      6.8244524   -15.996308     -3.1917403    -0.8655609
   -2.1857138   -10.485199     -5.9088426    -2.7154682    -6.3427033
  -11.779416     -9.192068     -5.450868    -10.432969     -5.503935
    5.83672      -5.872157     -3.0753846    -2.1289427    -3.9851077
   -6.020587     -0.49061862   -3.4719446    -4.355582     -5.403283
  -11.348543     -5.164123     -8.536638     -8.550714     -1.1418285 ]",talukder
"[-479.48474      81.39559      49.48079       7.8100963    -9.630241
   12.707464    -23.552309     14.396171    -28.645979     12.722116
  -27.70528      11.414945    -17.716387     -0.74964297   -6.553122
    3.203888      0.98786616   -4.028195     -1.3060598    -4.5006943
   -5.405991     -0.65951675   -5.9963856    -9.149988     -4.6248245
   -1.6340427    -4.615004     -2.8262312    -2.5723362    -4.375258
   -3.8426344    -3.311129     -5.427509     -8.213224     -2.2489238
   -4.540866     -0.78852504   -5.8005013    -3.3358414    -0.9893627 ]",talukder
"[-4.6988538e+02  8.6961647e+01  4.5654209e+01 -2.9014761e+00
  5.3230686e+00  2.4110163e+01 -1.6461777e+01  2.5334137e+01
 -2.9765240e+01  1.2453652e+01 -2.4908833e+01  8.3974695e+00
 -2.6151848e+01  1.1727768e+00 -4.4743624e+00 -4.7861880e-01
 -1.6817511e+00 -8.8067055e+00 -6.0905538e+00 -1.1863128e+01
 -5.9815521e+00 -5.5034823e+00 -3.1950600e+00 -5.4585228e+00
 -6.6791716e+00  6.4879042e-01 -4.3589530e+00  3.4522049e+00
 -4.2354283e+00 -8.5091513e-01  6.6841584e-01 -1.9952800e+00
 -1.5037349e+00 -2.2987659e+00  1.6170605e+00 -1.3698487e+00
 -5.9034568e-01 -4.9772840e+00 -3.6559993e-01 -4.4299207e+00]",talukder
"[-3.0937112e+02  1.2322742e+02 -2.8916438e+00 -1.3174624e+01
  2.2673895e+00 -1.1063105e+00 -3.2560783e+01  3.5723297e+01
 -3.4613297e+01  1.4317960e+01 -2.1776581e+01  1.5249859e+00
 -1.4398629e+01 -1.4947562e+01 -5.1910715e+00 -4.6454196e+00
 -9.1005249e+00  1.2101279e+00 -2.0518343e+01  2.3976004e+00
 -7.3920131e+00 -8.4537973e+00 -3.0431182e+00 -7.0563936e+00
 -4.5892816e+00 -1.8840355e+00 -8.8066378e+00  1.3860265e+00
 -2.4974341e+00 -1.0805800e-01 -1.8971646e+00 -1.7668934e-01
 -5.0234714e+00 -4.2185459e+00 -8.3951569e+00 -1.0712998e+01
 -2.9632821e+00 -8.8065739e+00 -4.4087067e+00 -5.4219828e+00]",talukder
"[-306.07788     114.92768      -2.1582825    25.890648      8.315828
  -31.367817    -35.978664     32.584324    -34.17407      18.849009
  -28.920551      1.2074827   -12.615234     -3.7749398    -2.824879
  -10.087577    -21.283318      5.7718806   -13.361759     -5.271354
   -0.5712286    -3.3611436    -9.503494     -5.334663     -9.127891
   -4.449254     -0.80053747    3.9924428    -5.200535      3.4135094
   -5.249402     -2.9070837    -1.6347309    -6.337295     -1.6350864
   -5.300106     -2.168193     -2.4989398    -4.9597564    -2.4861407 ]",talukder
"[-4.00713654e+02  1.19437912e+02  4.09796791e+01 -3.76210761e+00
 -1.71400433e+01 -1.34633017e+01 -2.39141350e+01  1.09756594e+01
 -3.94767227e+01  9.34264183e+00 -2.46962337e+01  4.90887499e+00
 -2.20127506e+01 -1.51874173e+00 -3.83745265e+00 -5.79638338e+00
 -4.20746708e+00 -3.29692006e+00 -8.24749088e+00 -8.41518688e+00
 -8.30822563e+00 -1.19256315e+01 -8.70749283e+00 -5.40404415e+00
 -7.84936714e+00  1.43807161e+00 -4.26574564e+00  4.89711970e-01
  2.15358877e+00 -5.83195305e+00  1.42630649e+00 -2.34831333e+00
 -1.82350039e+00 -1.30478871e+00 -2.29256892e+00 -4.06500673e+00
  9.88886431e-02 -3.44382930e+00 -1.75390804e+00 -1.59619248e+00]",talukder
"[-3.19050568e+02  9.03405228e+01  2.79160595e+01 -9.61972415e-01
  8.54066467e+00 -1.03309698e+01 -2.99765301e+01  2.54583130e+01
 -5.50846291e+01  1.90046558e+01 -2.77412796e+01  2.00929432e+01
 -3.18069077e+01  2.27567124e+00 -3.79327679e+00 -9.49554443e+00
 -1.15787115e+01  1.82983708e+00 -1.22659998e+01 -2.15869689e+00
 -1.12967224e+01 -5.51357627e-01 -1.04380808e+01 -6.59358725e-02
 -9.75739384e+00 -3.27317677e-02 -8.68396282e+00  3.25085139e+00
 -2.73125362e+00  1.09756403e-01 -5.76177835e+00 -3.11019540e+00
 -5.85713673e+00 -3.10243160e-01 -6.45437431e+00 -3.14642406e+00
 -3.41929841e+00 -6.32536030e+00 -1.99022222e+00 -2.83951163e+00]",talukder
"[-3.7184351e+02  8.4110199e+01  2.3199095e+01  6.5505843e+00
  8.5903530e+00 -1.0429511e+01 -1.8925936e+01  1.8130779e+01
 -4.6099861e+01  1.5424140e+01 -3.5441921e+01  1.6035915e+01
 -2.7646492e+01 -6.2233680e-01 -3.3569901e+00  1.7919159e+00
 -6.6669769e+00 -1.0637214e+01 -8.3037119e+00 -7.8715730e+00
 -4.9375515e+00 -2.6998422e+00 -3.9387560e+00 -7.9203397e-01
 -8.8428383e+00 -2.5211973e+00 -1.1378815e+01 -9.7220397e-01
 -2.2605753e+00 -3.7050550e+00 -3.0123103e+00  7.7450347e-01
 -3.6729791e+00  6.5270972e-01 -1.0779991e+00 -2.9893377e+00
  1.8973999e-01 -5.1313561e-01 -2.4027863e+00 -2.2602999e+00]",talukder
"[-364.6553       83.8567       51.80437     -13.042188    -11.669263
   -9.291288    -18.8977       23.876091    -44.02582      11.826456
  -25.97303      16.521452    -16.825268    -10.649952     -9.245118
    0.43065664  -14.075857     -7.530064     -4.1059346    -4.914404
   -9.077681      3.484151     -8.389985     -6.360553     -4.278226
   -7.4744368    -6.022019     -4.1142187    -3.000154     -0.84247017
   -5.938462     -5.5135126    -7.955533     -3.018136     -4.4429383
   -6.5384674    -4.976529     -5.7251177    -2.2484298     4.7953396 ]",talukder
"[-5.2843970e+02  7.8737114e+01  4.6465233e+01  9.4226189e+00
 -4.7479482e+00  1.5746194e+01 -2.0043140e+01  1.9973454e+01
 -2.8973957e+01  1.2250838e+01 -2.8943077e+01  1.4896893e+01
 -2.1100630e+01  9.8198357e+00 -3.4704473e+00 -1.0820540e+00
 -2.4634175e+00 -5.6375809e+00 -1.6038650e+00 -3.7864981e+00
 -7.6973567e+00 -4.0655274e+00 -6.7143178e+00 -7.6805573e+00
 -1.0603912e+01  2.0802118e-01 -9.1628952e+00  2.9936445e-01
 -5.6074518e-01  4.3577418e+00  1.3625207e+00  2.9331133e+00
  4.6287470e+00  1.6509285e+00 -9.5420611e-01 -9.7775191e-01
 -7.6245177e-01 -5.6644592e+00 -1.1219850e+00 -1.4009089e+00]",talukder
"[-4.1101999e+02  5.9455399e+01  4.7195309e+01  1.6229185e+01
 -3.4606626e+00  8.4023123e+00 -3.1077614e+01  2.1384741e+01
 -3.0309181e+01  8.2351494e+00 -2.6004564e+01  7.1228862e+00
 -1.8472698e+01 -4.3727696e-01 -2.3623636e+00 -1.0849633e+01
 -6.8555040e+00 -8.6016691e-01 -1.2596241e+01 -2.6206930e+00
 -2.6082957e+00 -5.8061481e+00 -8.4905939e+00 -2.5286808e+00
 -5.7986798e+00  1.8342551e+00 -4.8412867e+00  1.7918267e+00
 -4.0109563e+00  2.6667221e+00 -2.3698354e+00  1.6296296e+00
 -2.3877406e+00 -4.6015606e+00 -1.4576017e+00 -4.4397473e+00
 -3.9082046e+00 -3.1023531e+00 -1.5993996e-01 -1.1281013e+00]",talukder
"[-287.20358     137.96617     -11.120489      4.776168     24.70927
  -34.662582    -13.666086      2.8170059   -40.377396     14.394416
  -34.976833     18.701056    -17.262129     -9.424221     -2.3655198
   -0.2909008   -12.1408205     4.3175545   -16.794718     -2.6814373
   -6.6078033    -3.3706589    -6.379887     -3.9128854    -8.558227
    1.0608083    -8.622422     -4.8426967     1.1133372    -8.074109
   -1.4214267     0.40538016   -5.1561155    -1.7572567    -1.5230892
   -6.174145     -3.1474936    -5.4240704    -5.616611     -2.997991  ]",talukder
"[-3.96910126e+02  1.22316277e+02  1.50483389e+01 -1.93771954e+01
 -2.55708904e+01 -3.33477676e-01 -1.30627708e+01  1.31960535e+00
 -2.24968834e+01  1.62831707e+01 -1.69334373e+01  1.25796547e+01
  2.25847438e-01 -1.04579315e+01 -1.76769428e+01 -5.52984047e+00
 -8.04440784e+00 -9.62947464e+00 -2.81895685e+00 -1.07941427e+01
 -5.20840406e+00 -8.39074612e+00 -4.02959538e+00 -5.91772032e+00
 -7.56482077e+00  8.53611350e-01 -6.70886230e+00 -7.35733628e-01
  2.40271136e-01 -3.03936100e+00 -3.05613041e+00 -1.69329751e+00
 -7.15261650e+00 -1.36977160e+00  1.49140358e+00 -3.44814658e+00
 -2.79456139e+00 -3.59977126e+00 -8.09797347e-01 -1.92478442e+00]",talukder
"[-3.91746765e+02  1.05783592e+02  1.34704800e+01  1.96773541e+00
 -4.90310478e+00 -1.62754841e+01 -7.88369751e+00  7.98683882e+00
 -3.32132607e+01  1.57286043e+01 -3.44884720e+01  1.81944885e+01
 -1.19306879e+01 -3.67836547e+00 -2.03983140e+00 -7.01790476e+00
 -9.85443020e+00  7.09554434e-01 -7.63747597e+00 -6.40847015e+00
 -3.66795754e+00 -3.98592782e+00 -9.48877811e+00 -2.11993766e+00
 -7.07302141e+00 -1.22112811e+00 -4.30155754e+00 -3.50359488e+00
 -1.07439466e-01 -6.23290682e+00  4.05097976e-02 -1.82718503e+00
  1.61341405e+00 -3.17384362e+00  3.09574199e+00 -3.90266871e+00
  2.18382198e-02 -9.98792887e-01 -4.05459023e+00 -6.45352364e-01]",talukder
"[-3.5173059e+02  9.0493553e+01  2.8759319e+01  1.7534548e+01
  1.1610984e+01 -1.8493202e+01 -3.0362452e+01  2.1336378e+01
 -3.0898516e+01  3.9237242e+00 -3.5650333e+01  2.1299231e+01
 -1.6602446e+01  1.0173707e+01 -1.1759663e+01  4.6372051e+00
 -9.1555643e+00 -6.6089910e-01 -1.1543494e+01 -2.5580943e+00
 -5.1312146e+00 -3.4112349e+00 -8.5487652e+00  1.8847793e+00
 -1.4244740e+01 -6.4164542e-02 -8.4670076e+00 -4.4294739e+00
 -4.1289129e+00 -2.3836701e+00 -3.5668449e+00  3.3403649e+00
 -1.2390165e+00 -3.7210221e+00 -3.4594343e+00 -3.1430404e+00
 -5.6303024e+00 -2.5081906e+00 -5.0691714e+00 -2.2077162e+00]",talukder
"[-3.8244345e+02  8.8091339e+01  2.3187979e+01  3.1204531e+01
 -4.9405560e+00 -4.6931868e+00 -1.6115719e+01  1.8309864e+00
 -3.1465155e+01  2.6637385e+00 -3.3899406e+01  8.2310915e+00
 -1.6999096e+01 -7.0739856e+00 -6.8587285e-01 -2.0529368e+00
 -9.6231918e+00 -6.4827533e+00 -1.7587308e+00 -7.0862918e+00
 -3.3618746e+00 -3.2665522e+00 -4.7030015e+00 -2.2029079e-01
 -1.2280549e+01 -2.6745183e+00 -5.5172114e+00 -4.9527993e+00
 -5.0067334e+00 -3.0066640e+00 -4.9447889e+00 -3.6303015e+00
 -2.1347430e+00 -4.0256829e+00 -3.5100496e+00 -2.4941838e+00
 -2.8057089e+00 -1.3237427e+00  1.5481764e-01 -1.4600723e+00]",talukder
"[-290.64847     101.2512        2.0974727    30.009727      7.904199
  -12.207037    -41.7987        5.4886413   -37.72155       2.9910383
  -33.146164      1.1322008   -13.207937     -5.311895     -2.4264033
   -1.9341094   -13.913314     -0.40849236  -10.451585     -7.3342423
   -4.307854     -7.226213     -2.161786     -4.0283      -10.730788
    1.5232834    -9.716288     -4.0983195    -2.4588256    -5.4993863
   -5.236652      1.3891248    -9.004765     -1.471593     -3.4817047
   -5.249033     -5.454373     -3.5088136    -2.233385     -3.5784326 ]",talukder
"[-2.8474387e+02  8.6834808e+01  3.7437710e+01  2.5429224e+01
 -1.5232067e+01 -1.6167253e+01 -2.1036821e+01  2.3521589e+01
 -3.5258503e+01  9.3691673e+00 -3.6013702e+01  1.5084617e+01
 -1.8070057e+01 -4.2001719e+00 -5.8431072e+00 -2.8213906e+00
 -1.4611503e+01 -8.7397075e-01 -7.7415257e+00 -2.0664847e+00
 -9.8057871e+00 -4.6781473e+00 -5.4339070e+00 -2.5159485e+00
 -1.1819140e+01 -1.2571816e+00 -1.0030884e+01 -9.4735146e-02
 -3.3840547e+00  6.1916333e-01 -7.6851315e+00  1.5250398e+00
 -4.9290671e+00 -4.0053616e+00 -2.8587458e+00  1.9594169e-01
 -4.6592665e+00 -4.3889627e+00 -4.5809636e+00 -6.0118699e+00]",talukder
